Time_hr,Choke_pct,OilRate_bbl_hr,WHP_psi,FLP_psi,BHP_psi
7,30,93.36601998948903,270.3930793790344,189.6453231745991,3136.632224909648
8,30,92.77904242923061,270.23934831240564,189.62190482831588,3136.066150913391
9,30,92.98679234667419,269.2305526274628,189.3761000932987,3136.264387327631
10,30,92.53879691925583,269.26735245058916,189.7554015956882,3136.1350102931406
11,30,93.21462269893958,268.71904019507474,189.60874120596094,3136.217817150535
12,30,93.69012775911456,269.49742635421154,189.89815705163414,3136.4279383410767
13,30,92.68083211322026,270.3010840436956,189.6657151595013,3136.229822816103
14,30,93.23232322061719,269.31537206740995,188.9429272330609,3136.534489404085
15,30,93.75161403096435,268.8218694457314,188.48548231239457,3135.5846287544005
16,30,91.99584934833676,270.2766617404807,188.9680321622249,3136.0534376512014
17,30,93.27214269213962,270.1425330228201,189.6062750387916,3137.3453966920465
18,30,92.66405134701914,269.7154065631932,188.9746190356023,3137.0377125425484
19,30,92.92073984108823,269.611132541636,189.40317327662677,3136.555906523286
0,35,104.03493865553254,260.86047590870214,182.60675179368636,3095.4136647344503
1,35,104.74145344346985,261.36473452926805,183.72265832702385,3095.5917844417245
2,35,104.90117894001985,261.4789018846485,183.57371235785283,3095.1453426712474
3,35,104.07679600057446,260.8315813844234,182.9087810847062,3095.763727908809
4,35,105.47235206563236,260.5313368612353,184.40391301855007,3094.9046730546665
5,35,104.38208149274767,260.7826514352397,183.3572981638818,3095.599203719717
6,35,103.8338031575986,260.6596459229818,184.4351024355447,3094.814998336606
7,35,104.67488743397921,260.83965500974256,183.7112047730918,3095.453093087345
8,35,103.72426983408356,260.3717644483278,183.76939820376907,3095.9256415031755
9,35,104.80046077767486,260.7441333207597,183.41040008630077,3095.584277614799
10,35,103.84547321766178,261.22868758137463,182.48273081935022,3095.9828477140277
11,35,104.1309019808878,261.21515508753447,183.60809083109993,3094.474915156181
12,35,104.32873176153002,260.4490641041193,183.42109868727627,3094.526146424853
13,35,104.7769160996977,261.30673795694145,183.1208155095835,3096.5747097256194
14,35,103.69662370691434,260.4657660453887,183.2714075264968,3095.0464838826088
15,35,103.97446156267688,261.35939330716,183.3268639399546,3094.783183016043
16,35,104.07439911932296,259.464983432763,184.1597866558451,3094.619596531108
17,35,104.36089046321602,260.89186906439113,183.03528351386777,3094.7692325231283
18,35,103.71279545221041,259.59387607413805,183.6957686264489,3095.3198861788824
19,35,103.92502702916161,260.8517944863818,183.08285383491946,3094.8274606227947
0,40,114.5924537245239,252.82655588681658,177.06999138426238,3058.424144905001
1,40,114.26380507605506,252.17818218241467,177.38782734271837,3057.553423047966
2,40,114.23997689784979,252.74991371823532,177.7869099612986,3058.957553090556
3,40,114.97093211122575,252.58336045107384,178.27889043849007,3057.0496168015484
4,40,114.3282058049729,252.18614326560126,176.4008124768255,3057.55596962686
5,40,114.18784475081846,253.06657334787198,176.94321681560817,3057.297197184552
6,40,113.25351624940859,251.07216918471795,178.04995883599923,3057.58333673003
7,40,114.25518624532204,252.68135381836575,177.84353404466088,3058.1949022726812
8,40,114.30878158754514,252.2670330363979,177.96515908966282,3057.1564103840574
9,40,115.8918429345881,252.93657707766954,177.56803219523553,3057.943670565726
10,40,114.5103912865658,251.60304835581582,178.06971516433237,3057.336198131921
11,40,114.63947228266571,252.66478855560965,176.87512728039604,3056.688246187924
12,40,114.70101067908784,252.68387272524242,177.87437505940574,3057.293694978533
13,40,114.77875421991753,251.79185357823357,177.48618440213485,3056.699852597399
14,40,114.90488546127314,252.85983047223533,177.27462488607668,3056.6284554169974
15,40,114.64260212914574,253.04106673245911,177.90822045173505,3056.529287925289
16,40,114.75867461604592,251.76649428199048,178.3096683730021,3057.4422262907374
17,40,115.13024010029785,252.06868529088177,177.6404489039836,3056.3970208598284
18,40,115.5337361569713,252.24285934877915,177.81922132496095,3057.0517088925812
19,40,114.42036329427715,252.61812460490796,177.96764753825644,3056.5338952168177
0,45,124.75677053267314,244.85347674091366,171.86982434343057,3022.857143932875
1,45,124.73686130340921,244.6380404759805,171.45811747479738,3022.778706323235
2,45,124.51917788668747,244.97281334416857,171.33452326099186,3021.907338365846
3,45,124.39698019036118,244.1209466100471,173.75794459183018,3021.4971149104053
4,45,124.61107781127883,245.1973328742365,173.38997903563418,3022.451506764791
5,45,124.61668447240912,244.25355976995874,172.3511863526943,3020.914065810937
6,45,123.8086027370046,244.4098435593022,172.42106970153947,3022.3982169289347
7,45,124.59334742451423,244.0472930194731,173.00330097799724,3022.0352959498027
8,45,123.3764875902644,243.51752668433102,172.2800219031572,3022.3402428950358
9,45,124.44144276697774,244.85132297137486,172.05158095922604,3021.725652497391
10,45,123.92967392838788,244.66864229134694,172.74219622122675,3020.8900841295927
11,45,123.41394351793733,243.4511187311414,172.5086421540652,3022.088849250355
12,45,124.40577791736533,244.6281920191381,172.5249175993364,3021.1440772078354
13,45,124.79400718617953,244.84376559059532,173.14943257997675,3022.3594192667933
14,45,124.41162132429686,244.0424473969143,172.50607887395049,3021.4500362897566
15,45,123.88220144716722,243.84957083880528,172.7375118327695,3021.308333805095
16,45,124.36635440880882,244.11571019353167,172.20413909470656,3021.297694820056
17,45,123.97132569859536,244.23422613475097,171.2698116599332,3021.7875021630193
18,45,124.33903468084603,244.73108419108954,172.53820066302762,3020.9086368490807
19,45,124.95915552555734,244.8328673685242,172.74058398048058,3021.1824867004416
0,50,132.57659323915087,236.7009393602125,167.2325978785614,2989.9154439578824
1,50,133.97391619728208,236.94890602363606,167.19465392719002,2989.447147270839
2,50,133.43818599568783,237.70022289428366,167.80736753848424,2988.796415540755
3,50,132.66048130400372,236.8616042322547,167.6335422467214,2989.6324715693345
4,50,133.9692598709761,237.14793294878882,167.86210876457935,2989.8160082400914
5,50,132.65254419217243,237.00329929962717,167.95205516702185,2989.19489289983
6,50,131.82208432339044,236.58184012085,167.54313097960127,2989.022903588864
7,50,132.81976175247263,237.79356999263064,167.50600961608893,2989.7096063560025
8,50,133.0392041760843,236.57652658044233,167.4436076262586,2989.1024658324977
9,50,132.63949785791218,238.7586708427544,166.7307144375871,2988.9720136913484
10,50,134.26366195741082,237.50291186673192,167.3397217802744,2987.6874833295647
11,50,133.2165501748834,238.00378855857014,167.0346594602626,2988.9954407676328
12,50,134.0222203776503,237.7206726838539,168.1531487122489,2988.6020738958537
13,50,133.5762022195376,236.80789162494557,167.87492919149025,2988.453741953948
14,50,132.5120282844478,237.37234688556143,166.4979693113187,2988.32664917234
15,50,132.91430449579934,237.2118100542435,167.2219434204701,2988.8608675450037
16,50,133.2966327185068,237.31298065367378,167.45092645369746,2988.6443198021057
17,50,133.8026166488043,237.2866965678888,167.26649464735993,2988.080575348721
18,50,133.46184734164027,236.44338704852848,167.63103927473233,2988.2039930744277
19,50,133.16773585009898,237.99397816538897,167.58368748728938,2987.9283773670504
0,55,141.90487183134985,229.08833112010146,162.43213195608655,2959.353107529029
1,55,142.30684852969395,230.77072662949806,163.12806778828025,2959.3714149973025
2,55,141.6879858813566,230.63721654331934,162.54917649893702,2958.444091923355
3,55,141.17616730897092,230.6899379913299,162.8028281366009,2958.9687579739475
4,55,141.330330188827,230.11419935475163,163.30340080182214,2958.2924170997985
5,55,141.82777101619757,230.60434212858746,163.5095566678345,2958.826981711254
6,55,141.38791322617212,230.93387341635915,163.14573860980244,2959.2852440119477
7,55,141.5126888838486,230.3487186488407,162.9629727322603,2959.0963484615686
8,55,140.99650547726216,230.61419213199332,164.36336260694875,2959.1565677353024
9,55,141.69611578090476,230.62409416703662,163.77569785779326,2958.498157643044
10,55,142.24019508091538,230.44993528461768,163.71664825743343,2957.7421136010494
11,55,140.90422510253754,230.5949813226346,163.36712047613892,2957.8376971122766
12,55,142.1618232691719,231.14878877709182,163.07999822772976,2957.906781052365
13,55,140.99211728331895,230.25061752637484,162.61579399070743,2957.7400410295363
14,55,141.3154143320667,230.3192446331657,163.75750433015583,2957.6382612134103
15,55,142.11786112818714,231.3102031136814,162.8951021374389,2957.9952920241853
16,55,141.9207548705937,230.19200718264304,162.27602133261797,2958.4841884367515
17,55,142.73458451568678,230.30267590561752,163.89928901640187,2956.341190070896
18,55,142.19636970646138,230.66873776728414,162.51664153580964,2956.890093822773
19,55,141.56382464604835,230.9927410637425,163.62644562001694,2957.4306311742666
0,60,149.74819153980013,223.71592490216187,159.64371346130608,2930.8225340188546
1,60,149.7421447587298,224.26441518093702,159.03796820748124,2931.420199782883
2,60,148.94017904813882,224.274311705137,159.55331529522113,2931.1323476456214
3,60,149.45541196898674,223.76361359322175,158.61065010260452,2930.4646889671276
4,60,149.52573262863714,224.1583782740968,159.51865943636412,2930.103818792565
5,60,148.90781760074648,223.78746461376184,158.53171259968065,2929.731805995346
6,60,149.5308559086069,223.85580297575402,158.6529625356089,2929.857212855556
7,60,148.94895462600317,225.48632783994753,159.22679997149908,2930.5225316632955
8,60,148.95886875765643,224.38389953702577,159.18075437120464,2930.2045820557387
9,60,149.43177903388036,223.27310145128894,158.97432518540688,2929.3651175746854
10,60,149.02239509594477,223.4434370380668,159.60398356413418,2929.6210670950354
11,60,149.5197006458249,223.90817649158404,159.0212722126575,2930.186058499635
12,60,150.35078911719665,224.18338285703646,158.38235644323566,2928.7208069284493
13,60,149.55991952165763,224.50579991310607,159.29701917419987,2929.846819170545
14,60,149.51924938024274,224.5822401838169,158.74818944404925,2929.3671684780784
15,60,149.57230791680348,224.88416550480565,158.85382556526739,2928.338339138262
16,60,149.87608997541167,222.93491840934863,158.99058650023213,2929.328832064563
17,60,148.78931626769318,223.90524083046344,160.3525035136971,2928.5950276117587
18,60,149.72249363346415,224.51674970709334,158.74755944218757,2928.706269664368
19,60,149.56390263024667,224.94973120944817,158.24154652181585,2928.8986165285446
0,65,156.61752772810408,219.14056981796867,154.83048890248747,2904.071603506796
1,65,156.92747301583094,219.24317663362612,155.66396872629505,2904.4589354047835
2,65,156.4500855528407,217.93490313503656,154.48974478094325,2904.138595743128
3,65,156.4402873656659,218.19828268005077,155.21293344915668,2904.548412102135
4,65,157.61670127173863,218.40353560093368,155.58016803267407,2902.5388705864884
5,65,157.0110289301783,217.80575985090826,154.71275740788337,2902.6578278281863
6,65,157.12164654361956,219.11290641780326,155.65304872952314,2902.4502622979235
7,65,156.4233137529042,218.4167971926885,155.12856528401204,2903.026685238621
8,65,156.6439500350748,217.8606072816732,155.63891214435293,2902.398935753296
9,65,157.3415580605302,218.4689055767112,155.11586120871402,2903.208387890667
10,65,157.54786460646463,218.6752785208622,154.69732726811017,2902.5659562394685
11,65,156.70424163550177,218.01518790175658,155.08913900214043,2902.3648119012814
12,65,157.19437704255319,217.80992484642513,154.3811497029166,2902.472625150445
13,65,156.95089494079383,218.90921871306045,154.84461764806466,2902.8623005746003
14,65,156.97914052833707,218.48631355042335,154.79611664308194,2901.6783796277955
15,65,157.046455932275,217.84613430945646,155.76555181349156,2901.406473635807
16,65,156.2701230839539,218.35097072504732,155.02747091719343,2902.2180681792083
17,65,157.26374210282248,219.37572489378553,155.87956083826558,2901.4963557903343
18,65,156.60256808115952,218.02865600828142,155.15018902338747,2901.1846289760842
19,65,156.1797631543195,218.3244405730907,154.97222622590618,2901.868694032856
0,70,163.52760655688934,212.2180259755123,151.24803478422467,2879.590202044163
1,70,164.02084171244027,213.13449938011505,151.23281255520305,2878.039053220372
2,70,164.00036332580103,212.59966596712567,151.39529691811344,2878.7454749321173
3,70,163.75509440996018,212.72815540133408,151.53340514039147,2878.429936979116
4,70,163.10380840917648,212.5223830292554,151.91715501609463,2879.356519831084
5,70,164.20740973985545,212.08767361076968,150.91869109696674,2877.8541654528226
6,70,163.46274742330982,212.1848422828084,151.6777288986113,2877.719338894626
7,70,163.44366691055586,213.20854208936902,151.25216764566233,2877.0902188307714
8,70,164.08437888662442,212.9913014605534,151.06000496305353,2877.3801577479226
9,70,163.71354465896778,211.76025859832413,152.09063595498498,2878.4719290956477
10,70,163.20458959422535,211.8639358758708,150.56697315835297,2877.860521105911
11,70,163.99009406515074,213.44716619729888,151.16884726575515,2877.658076595111
12,70,163.19801010662778,212.24576659519698,150.86051641393328,2876.502963407189
13,70,163.72495840711647,212.89428509449488,152.20396486115186,2877.220937654246
14,70,163.78142616440758,212.34258704207377,151.60353358282234,2876.1196624561717
15,70,163.07605287135985,211.90026313399727,151.99860546373847,2876.7370858707245
16,70,163.7374769093737,213.17277341306612,151.57262002280717,2876.50733771246
17,70,162.7281534632523,212.64868749324802,151.53468255266597,2877.21282540629
18,70,163.99650362359344,212.1827170190449,151.70752415421182,2876.7948731976758
19,70,163.00593718937532,212.66334977463873,151.1472127532055,2876.209972157793
0,75,169.772808516443,207.26268057326794,147.49248730634017,2855.3397345353737
1,75,170.4716948338748,208.1450816829705,148.47304997744595,2855.7119905323284
2,75,170.23071431572438,207.65401715100705,148.30605069382787,2855.2703815428954
3,75,170.3635873318616,207.4945238556042,147.84864255459158,2855.279971786152
4,75,169.73222474882724,208.56865420991528,146.84900454869242,2853.640510965806
5,75,169.6492951444905,207.76028043365025,147.3551289629005,2855.102255073354
6,75,170.2318856047857,207.39261658861122,147.18989011926377,2855.1971731128947
7,75,170.5064052550507,207.40914754956728,148.5451462362726,2853.8104320039643
8,75,169.79839190481397,207.2019230034864,148.67646478142194,2854.7491038070057
9,75,169.87444673422178,207.78491128744892,148.2406935855691,2853.617806202145
10,75,170.15227287106057,207.99661757904894,147.55551026946048,2853.930447740627
11,75,169.51998173940845,207.33548873839692,148.2462184386527,2853.107632263267
12,75,170.4718780678837,207.62542327333168,147.7535239004698,2853.2014615877342
13,75,170.35956411927853,208.02951224784124,148.16407148289267,2853.005325528444
14,75,170.13261380941324,208.60942474124383,147.45443410828048,2853.155155894409
15,75,170.83856667136095,207.17695988782936,146.703005036165,2852.957912489689
16,75,170.27617500109886,207.64984043620143,147.6233939643991,2852.8733030853386
17,75,170.49943297458287,207.504462015264,147.8909478991334,2852.622611675246
18,75,170.210964238058,207.75958410868654,147.7876590025867,2852.283831165816
19,75,169.97893763382032,207.00582746229617,148.13752616171507,2852.873674093575
